"Id","Imp_Innov","Imp_ConstCom","Imp_CreatCom","Imp_TimelyInf","Imp_SaveMT","Imp_SaveML","Imp_TaskMgm","Imp_DeviceSt","Imp_Photo","Imp_Wellness","Imp_Athlete","Imp_Style","WTP","iPhone","CompBuy","FB_Insta","Twit","Snap","YouTube","Pod_radio","TV","NewsP","AmznP","Age","Degree","Income","Occupation","Gender"
588,4,5,6,5,4,6,5,5,4,5,6,4,190,"iPhone","No","Yes","Yes","Yes","No","No","No","No","Yes",31,"Master’s degree or higher","> $175k","Education","Female"
589,3,4,5,4,4,3,3,3,5,3,3,4,150,"iPhone","No","Yes","No","Yes","No","No","Yes","Yes","No",38,"Undergraduate degree","$40k - $70k","Education","Male"
590,3,5,2,5,2,3,4,4,3,1,1,3,200,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",43,"Master’s degree or higher","$101k - $175k","Small-medium business/self-employed","Female"
591,4,6,2,5,2,3,7,4,4,2,1,4,310,"other smartphone","Yes","No","Yes","No","Yes","No","Yes","No","Yes",42,"Master’s degree or higher","$101k - $175k","Engineering","Male"
592,4,5,5,5,4,6,7,4,3,4,4,5,180,"iPhone","No","Yes","No","Yes","No","No","Yes","Yes","Yes",33,"Undergraduate degree","$101k - $175k","Construction/transportation/manufacturing/logistics","Male"
593,3,4,2,7,2,4,4,5,3,4,2,4,180,"other smartphone","No","No","Yes","Yes","No","No","Yes","No","No",41,"Undergraduate degree","$40k - $70k","Other/family caretaker","Male"
594,5,2,5,3,3,6,2,5,4,5,6,6,150,"other smartphone","No","Yes","No","No","No","No","No","Yes","No",24,"Undergraduate degree","$101k - $175k","Education","Male"
595,3,5,5,2,4,3,3,2,5,3,4,4,170,"iPhone","No","No","No","No","No","No","Yes","No","No",40,"Master’s degree or higher","$101k - $175k","Sales","Male"
596,6,4,3,7,2,4,7,6,4,5,3,3,220,"iPhone","No","No","Yes","No","Yes","Yes","Yes","No","No",40,"Master’s degree or higher","$101k - $175k","Engineering","Male"
597,3,1,4,2,3,3,4,3,2,3,3,3,170,"iPhone","No","No","No","No","No","No","Yes","No","Yes",39,"Undergraduate degree","$40k - $70k","Education","Male"
598,3,1,4,5,3,3,4,3,3,7,4,5,270,"iPhone","No","No","No","No","No","No","Yes","No","No",39,"Undergraduate degree","$101k - $175k","Financial services","Male"
599,3,2,5,3,4,3,3,1,6,3,3,3,170,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",40,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Female"
600,4,5,4,4,3,4,3,4,6,7,3,5,230,"iPhone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",39,"Undergraduate degree","$71k – $100k","Financial services","Male"
601,2,6,5,2,4,3,4,1,5,3,3,3,240,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",45,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
602,4,5,4,3,3,3,3,3,5,3,3,3,190,"iPhone","No","No","No","No","No","No","Yes","No","Yes",41,"Master’s degree or higher","$71k – $100k","Financial services","Female"
603,4,5,5,2,4,3,4,2,4,4,3,3,140,"iPhone","No","No","No","No","No","No","Yes","No","No",39,"Undergraduate degree","$40k - $70k","Sales","Female"
604,4,5,4,5,3,5,5,4,3,5,3,6,270,"iPhone","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",34,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Male"
605,4,6,5,3,4,3,3,3,5,3,4,3,190,"iPhone","No","No","No","No","No","No","Yes","No","Yes",41,"Undergraduate degree","$71k – $100k","Other/family caretaker","Male"
606,3,3,1,6,2,4,5,6,1,3,1,4,200,"other smartphone","No","No","Yes","No","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","$71k – $100k","Engineering","Male"
607,3,5,7,5,5,7,7,4,3,7,4,7,210,"iPhone","No","Yes","No","Yes","No","Yes","No","Yes","No",32,"Undergraduate degree","> $175k","Engineering","Male"
608,5,6,5,5,3,5,7,4,3,7,5,7,310,"iPhone","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes",36,"Master’s degree or higher","$101k - $175k","Engineering","Male"
609,7,5,2,4,3,1,3,2,4,3,2,4,250,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",39,"Undergraduate degree","$71k – $100k","Technology","Male"
610,3,4,5,4,4,3,4,4,3,4,3,5,200,"other smartphone","No","Yes","No","No","No","Yes","Yes","Yes","Yes",41,"Master’s degree or higher","$71k – $100k","Small-medium business/self-employed","Male"
611,4,6,3,5,2,3,4,5,1,4,3,4,310,"other smartphone","No","No","Yes","No","Yes","Yes","Yes","No","No",37,"Undergraduate degree","> $175k","Engineering","Female"
612,5,4,7,2,6,5,5,2,5,6,4,4,190,"iPhone","No","Yes","No","Yes","No","No","Yes","Yes","No",30,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Female"
613,6,5,3,5,3,2,3,3,3,3,2,3,150,"iPhone","No","Yes","No","No","No","No","Yes","No","No",40,"Undergraduate degree","< $40k","Education","Female"
614,4,5,7,4,5,3,5,1,3,5,5,5,200,"other smartphone","No","Yes","No","Yes","No","No","Yes","No","No",34,"Undergraduate degree","$40k - $70k","Other/family caretaker","Male"
615,4,5,2,4,2,4,4,5,2,5,4,3,230,"iPhone","No","No","Yes","No","Yes","No","Yes","No","Yes",36,"Undergraduate degree","> $175k","Engineering","Female"
616,3,4,4,4,3,3,3,3,3,3,2,4,180,"other smartphone","No","Yes","No","No","No","No","Yes","No","Yes",40,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Male"
617,6,7,1,4,1,3,7,7,3,1,1,3,380,"iPhone","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes",34,"Undergraduate degree","> $175k","Small-medium business/self-employed","Male"
618,3,2,5,3,4,3,4,2,4,4,3,3,150,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Female"
619,5,4,6,5,4,4,5,5,5,5,5,4,210,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",32,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
620,3,2,5,1,4,3,4,2,4,3,4,3,140,"other smartphone","No","No","Yes","No","No","Yes","Yes","Yes","No",37,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Male"
621,3,3,2,1,3,3,3,4,6,2,2,4,300,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",42,"Master’s degree or higher","$71k – $100k","Financial services","Male"
622,5,5,5,1,3,5,4,4,3,6,4,7,300,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",27,"Master’s degree or higher","$71k – $100k","Engineering","Female"
623,3,4,4,5,3,6,4,7,4,5,6,6,190,"iPhone","No","Yes","No","Yes","Yes","No","No","Yes","Yes",26,"Master’s degree or higher","$101k - $175k","Education","Female"
624,2,1,3,7,3,3,3,3,5,2,3,3,170,"other smartphone","No","Yes","No","No","No","Yes","Yes","No","Yes",40,"Master’s degree or higher","$71k – $100k","Financial services","Male"
625,6,5,4,3,3,2,3,3,3,5,3,3,190,"iPhone","No","No","No","No","No","No","Yes","No","No",40,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Female"
626,5,4,6,4,5,4,5,5,6,4,5,5,140,"iPhone","No","Yes","Yes","Yes","No","No","Yes","No","Yes",30,"Undergraduate degree","$40k - $70k","Sales","Male"
627,4,4,4,6,3,4,3,3,1,3,4,4,260,"iPhone","No","Yes","No","No","No","Yes","Yes","No","No",39,"Undergraduate degree","$71k – $100k","Sales","Male"
628,3,4,3,3,3,2,3,2,4,2,1,4,190,"other smartphone","No","No","No","No","No","No","Yes","No","No",42,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
629,5,6,4,5,3,4,7,4,3,7,5,5,270,"iPhone","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No",37,"Master’s degree or higher","$101k - $175k","Engineering","Female"
630,2,4,3,5,3,5,5,5,3,3,3,4,160,"other smartphone","Yes","Yes","Yes","No","Yes","No","Yes","No","No",36,"Master’s degree or higher","> $175k","Small-medium business/self-employed","Female"
631,3,3,4,2,3,4,3,4,4,2,3,3,150,"iPhone","No","No","No","No","No","No","Yes","No","No",41,"Master’s degree or higher","$71k – $100k","Retailing/services/restaurant","Male"
632,6,7,4,1,3,4,4,4,2,5,3,5,190,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",36,"Undergraduate degree","$101k - $175k","Education","Female"
633,7,7,5,2,4,3,4,2,2,6,4,4,240,"iPhone","No","No","Yes","No","No","Yes","Yes","Yes","No",38,"Undergraduate degree","$71k – $100k","Other/family caretaker","Male"
634,4,6,3,5,3,1,4,1,1,3,1,4,240,"iPhone","No","No","Yes","No","No","Yes","Yes","Yes","Yes",37,"Undergraduate degree","$71k – $100k","Technology","Female"
635,4,3,4,5,3,5,5,4,3,6,4,6,250,"iPhone","No","Yes","No","No","Yes","No","Yes","No","No",31,"Master’s degree or higher","$101k - $175k","Technology","Male"
636,6,3,1,5,2,1,3,3,3,2,1,4,240,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",38,"Undergraduate degree","$71k – $100k","Technology","Male"
637,1,6,6,1,4,4,1,1,3,1,3,4,170,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",44,"Master’s degree or higher","$71k – $100k","Sales","Male"
638,7,7,4,7,4,2,3,2,2,4,3,4,180,"other smartphone","No","No","Yes","No","No","No","Yes","No","Yes",42,"Master’s degree or higher","$101k - $175k","Small-medium business/self-employed","Female"
639,3,2,5,3,4,3,3,1,3,3,3,4,270,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",40,"Master’s degree or higher","$71k – $100k","Small-medium business/self-employed","Female"
640,5,3,3,5,2,4,7,6,2,5,4,3,220,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",39,"Undergraduate degree","> $175k","Engineering","Male"
641,4,3,4,5,3,5,7,4,3,6,5,6,200,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",34,"Master’s degree or higher","$101k - $175k","Technology","Male"
642,4,6,5,4,4,3,3,3,4,3,3,4,260,"iPhone","No","No","No","No","No","No","Yes","No","Yes",39,"Master’s degree or higher","$71k – $100k","Health services","Male"
643,6,4,7,5,5,5,7,4,3,7,4,6,180,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",34,"Master’s degree or higher","$71k – $100k","Technology","Male"
644,5,5,1,7,2,4,7,7,1,5,3,5,320,"iPhone","No","Yes","Yes","No","Yes","Yes","No","Yes","No",34,"Undergraduate degree","> $175k","Engineering","Male"
645,2,7,4,4,3,6,4,4,3,7,5,7,240,"iPhone","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",31,"Master’s degree or higher","> $175k","Technology","Female"
646,6,3,7,4,3,4,4,4,2,4,3,5,170,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","No",40,"Undergraduate degree","$40k - $70k","Sales","Female"
647,4,4,7,5,4,3,3,3,4,4,3,3,180,"other smartphone","No","No","No","No","No","No","Yes","No","No",32,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
648,4,5,6,2,5,4,5,3,4,5,5,4,150,"other smartphone","No","Yes","No","Yes","No","Yes","Yes","No","No",33,"Master’s degree or higher","$40k - $70k","Other/family caretaker","Male"
649,5,5,3,5,4,5,7,4,3,7,4,5,280,"iPhone","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes",36,"Master’s degree or higher","$71k – $100k","Technology","Female"
650,6,5,4,5,5,4,5,3,6,5,5,4,100,"iPhone","No","Yes","No","Yes","Yes","No","Yes","No","Yes",31,"Undergraduate degree","$40k - $70k","Education","Female"
651,3,4,1,3,2,3,4,1,3,3,4,4,180,"other smartphone","No","Yes","No","No","Yes","No","Yes","Yes","No",39,"Undergraduate degree","$40k - $70k","Education","Male"
652,4,6,6,5,7,6,7,3,3,4,4,5,220,"other smartphone","No","No","Yes","Yes","Yes","Yes","Yes","No","No",31,"Undergraduate degree","$40k - $70k","Sales","Female"
653,5,6,5,5,2,5,4,4,3,7,5,7,280,"iPhone","No","Yes","No","Yes","No","Yes","Yes","Yes","Yes",31,"Master’s degree or higher","> $175k","Technology","Female"
654,5,5,6,5,3,4,5,3,5,5,5,5,210,"other smartphone","No","Yes","No","Yes","No","No","Yes","No","Yes",28,"Undergraduate degree","$71k – $100k","Technology","Female"
655,2,4,1,4,4,5,2,4,2,4,3,3,210,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",37,"Undergraduate degree","> $175k","Engineering","Female"
656,4,4,5,4,3,4,3,3,3,3,4,4,190,"other smartphone","No","Yes","No","No","No","No","Yes","No","No",39,"Undergraduate degree","$101k - $175k","Retailing/services/restaurant","Male"
657,4,6,1,7,1,4,7,5,1,5,3,3,200,"other smartphone","No","Yes","Yes","No","No","Yes","Yes","No","No",42,"Undergraduate degree","> $175k","Engineering","Female"
658,4,6,5,4,1,4,4,4,3,7,5,5,240,"iPhone","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes",36,"Master’s degree or higher","$71k – $100k","Technology","Female"
659,4,4,2,2,3,2,3,1,5,3,3,4,160,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$101k - $175k","Education","Female"
660,4,7,5,5,1,4,7,4,1,6,3,4,250,"iPhone","Yes","Yes","No","No","No","Yes","Yes","No","Yes",37,"Master’s degree or higher","> $175k","Engineering","Female"
661,2,1,4,1,3,3,3,3,4,3,4,3,110,"other smartphone","No","Yes","No","No","No","No","Yes","No","Yes",34,"Undergraduate degree","$71k – $100k","Education","Male"
662,3,4,4,4,5,3,4,4,5,3,3,5,200,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$101k - $175k","Construction/transportation/manufacturing/logistics","Female"
663,6,6,7,6,7,3,5,2,5,5,5,4,160,"other smartphone","No","Yes","No","Yes","No","No","Yes","No","Yes",25,"Undergraduate degree","$40k - $70k","Technology","Female"
664,3,3,5,2,7,4,4,3,4,3,4,4,220,"other smartphone","No","Yes","No","No","No","Yes","Yes","No","Yes",40,"Undergraduate degree","$40k - $70k","Sales","Female"
665,6,7,7,5,7,5,7,4,5,5,5,5,230,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","No","No",27,"Undergraduate degree","$40k - $70k","Advertising/public relations","Female"
666,1,4,3,4,1,5,5,5,2,4,4,3,170,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","> $175k","Engineering","Male"
667,4,4,7,4,6,7,7,4,4,7,4,6,210,"iPhone","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",36,"Master’s degree or higher","> $175k","Technology","Female"
668,3,5,4,5,3,4,5,4,3,6,4,5,240,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","No",35,"Master’s degree or higher","> $175k","Technology","Male"
669,3,6,1,7,1,3,7,6,3,2,1,4,240,"other smartphone","No","Yes","No","No","No","No","Yes","No","Yes",36,"Undergraduate degree","> $175k","Engineering","Male"
670,2,4,3,4,2,3,4,4,3,4,3,4,170,"other smartphone","No","Yes","Yes","No","No","No","Yes","No","No",43,"Master’s degree or higher","$71k – $100k","Financial services","Female"
671,4,5,5,5,4,5,7,4,3,6,5,5,210,"iPhone","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No",37,"Master’s degree or higher","> $175k","Technology","Female"
672,3,5,5,5,3,3,4,4,5,7,3,6,280,"other smartphone","No","Yes","No","No","No","Yes","Yes","No","Yes",40,"Undergraduate degree","$71k – $100k","Health services","Male"
673,2,3,3,3,3,3,3,3,6,2,2,3,170,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","No","No",43,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
674,6,5,7,5,6,5,7,4,5,5,5,5,200,"iPhone","No","No","Yes","Yes","Yes","Yes","No","No","No",25,"Undergraduate degree","$40k - $70k","Technology","Female"
675,4,4,7,4,6,3,4,3,6,3,3,5,160,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",32,"Undergraduate degree","$101k - $175k","Advertising/public relations","Male"
676,7,5,3,5,3,1,3,1,6,3,3,4,280,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",39,"Undergraduate degree","$71k – $100k","Technology","Male"
677,2,2,5,1,4,3,3,2,6,3,4,3,110,"other smartphone","No","No","No","No","No","No","Yes","No","No",34,"Undergraduate degree","$40k - $70k","Education","Male"
678,5,6,3,6,3,4,7,5,1,2,2,3,320,"other smartphone","No","Yes","Yes","No","No","No","Yes","No","No",41,"Master’s degree or higher","> $175k","Engineering","Male"
679,5,5,4,5,3,2,3,2,6,3,3,3,150,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",39,"Master’s degree or higher","$40k - $70k","Sales","Male"
680,3,4,5,4,4,3,3,1,1,3,3,3,260,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",40,"Undergraduate degree","$101k - $175k","Sales","Female"
681,4,6,5,4,3,5,4,4,3,6,5,6,240,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",31,"Undergraduate degree","$71k – $100k","Technology","Female"
682,5,4,5,3,4,2,3,2,1,4,4,3,290,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",32,"Undergraduate degree","$71k – $100k","Technology","Male"
683,2,7,2,7,2,3,3,5,3,1,2,3,200,"iPhone","Yes","No","No","No","No","No","Yes","No","Yes",43,"Master’s degree or higher","> $175k","Engineering","Male"
684,2,4,5,4,4,3,4,2,6,3,2,4,220,"other smartphone","No","Yes","No","No","Yes","No","Yes","No","No",41,"Undergraduate degree","$101k - $175k","Construction/transportation/manufacturing/logistics","Male"
685,3,3,4,4,3,3,4,2,3,3,2,4,200,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",44,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Female"
686,3,3,2,5,2,3,4,5,1,1,1,3,210,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",42,"Undergraduate degree","> $175k","Engineering","Male"
687,5,4,2,7,2,3,7,5,1,3,2,4,200,"other smartphone","No","Yes","No","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$71k – $100k","Engineering","Female"
688,4,6,6,3,4,6,3,5,2,5,7,6,170,"iPhone","No","No","Yes","Yes","Yes","No","No","Yes","Yes",29,"Undergraduate degree","> $175k","Other/family caretaker","Female"
689,2,6,2,4,2,4,3,5,1,4,2,4,340,"iPhone","Yes","No","No","No","No","No","Yes","No","Yes",43,"Master’s degree or higher","> $175k","Engineering","Female"
690,5,6,3,5,2,4,7,7,2,5,4,5,370,"iPhone","No","No","No","No","No","No","Yes","No","Yes",35,"Undergraduate degree","$71k – $100k","Technology","Male"
691,3,3,1,5,1,3,4,6,2,3,2,4,330,"iPhone","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",35,"Undergraduate degree","$71k – $100k","Technology","Female"
692,6,3,4,5,4,2,3,2,3,4,4,4,220,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",34,"Undergraduate degree","$40k - $70k","Advertising/public relations","Male"
693,2,3,4,1,3,3,4,3,4,2,3,3,130,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",36,"Undergraduate degree","$71k – $100k","Education","Male"
694,3,3,5,5,3,6,4,5,3,5,6,4,250,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",30,"Undergraduate degree","$101k - $175k","Retailing/services/restaurant","Female"
695,2,3,3,4,2,5,4,6,4,4,3,4,200,"other smartphone","No","Yes","Yes","No","No","No","Yes","No","No",43,"Undergraduate degree","> $175k","Technology","Male"
696,6,5,4,5,3,4,7,4,3,6,4,5,210,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","No",35,"Undergraduate degree","> $175k","Technology","Female"
697,3,6,1,5,1,3,4,5,2,3,2,4,170,"iPhone","No","No","No","No","No","No","Yes","No","No",33,"Undergraduate degree","$71k – $100k","Technology","Male"
698,3,4,5,5,4,3,4,4,3,4,4,5,200,"other smartphone","No","No","Yes","No","No","No","Yes","No","Yes",42,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Male"
699,3,3,2,4,2,4,4,6,1,4,3,3,190,"other smartphone","No","Yes","No","No","Yes","No","Yes","No","Yes",36,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
700,4,3,5,2,3,6,3,6,3,5,6,6,240,"iPhone","No","Yes","No","Yes","Yes","No","No","Yes","No",27,"Undergraduate degree","$101k - $175k","Retailing/services/restaurant","Male"
701,6,5,4,5,3,2,3,3,3,4,3,4,190,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",43,"Undergraduate degree","$71k – $100k","Other/family caretaker","Female"
702,4,6,4,4,3,4,4,4,4,6,5,4,210,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",30,"Undergraduate degree","> $175k","Retailing/services/restaurant","Female"
703,5,5,6,5,4,5,7,4,3,7,4,7,250,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","No",25,"Undergraduate degree","> $175k","Technology","Male"
704,5,5,3,5,3,4,4,5,5,2,3,3,220,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",41,"Master’s degree or higher","$71k – $100k","Sales","Male"
705,5,6,6,5,4,6,7,4,3,7,4,7,190,"iPhone","No","Yes","No","Yes","Yes","No","Yes","No","No",33,"Master’s degree or higher","$101k - $175k","Technology","Male"
706,2,5,1,4,4,3,4,4,3,4,2,3,190,"iPhone","No","Yes","Yes","No","No","Yes","Yes","Yes","No",39,"Master’s degree or higher","$101k - $175k","Small-medium business/self-employed","Male"
707,3,4,4,4,1,3,4,3,4,3,2,4,250,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
708,6,7,4,7,3,2,4,3,6,4,3,4,230,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",43,"Undergraduate degree","$71k – $100k","Financial services","Male"
709,3,2,5,1,3,4,4,3,3,2,4,3,230,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",41,"Undergraduate degree","$71k – $100k","Other/family caretaker","Male"
710,5,6,4,5,1,4,4,5,1,5,4,5,220,"other smartphone","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes",42,"Master’s degree or higher","$101k - $175k","Technology","Male"
711,3,4,3,4,5,2,3,2,6,2,1,3,260,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",43,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
712,6,5,3,5,6,2,3,3,3,3,2,4,240,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",41,"Master’s degree or higher","$71k – $100k","Health services","Female"
713,2,4,2,5,3,4,4,5,3,4,2,4,310,"iPhone","No","Yes","Yes","No","Yes","No","Yes","Yes","No",35,"Undergraduate degree","$71k – $100k","Technology","Male"
714,4,6,4,4,4,4,4,4,3,7,4,4,280,"iPhone","Yes","Yes","No","No","No","Yes","Yes","No","No",34,"Master’s degree or higher","$71k – $100k","Technology","Male"
715,7,6,3,5,4,1,3,2,6,3,3,4,250,"other smartphone","No","No","No","No","No","No","Yes","No","No",33,"Undergraduate degree","$71k – $100k","Technology","Male"
716,3,5,3,4,7,4,3,4,3,5,4,5,210,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",39,"Master’s degree or higher","$40k - $70k","Other/family caretaker","Male"
717,4,3,6,3,3,6,3,4,5,5,7,4,210,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",25,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Male"
718,2,3,4,3,6,3,3,4,4,3,4,4,150,"other smartphone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",34,"Undergraduate degree","$71k – $100k","Education","Male"
719,3,4,2,4,4,3,2,5,1,3,2,3,200,"iPhone","No","Yes","Yes","No","No","Yes","Yes","No","Yes",38,"Undergraduate degree","> $175k","Technology","Female"
720,6,4,3,3,5,2,5,4,5,5,4,5,180,"iPhone","No","Yes","No","Yes","No","Yes","Yes","No","Yes",35,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Male"
721,4,6,7,5,3,6,5,4,3,6,5,6,210,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",33,"Undergraduate degree","> $175k","Technology","Male"
722,4,4,6,3,5,3,3,1,4,4,4,4,160,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",34,"Undergraduate degree","$40k - $70k","Education","Male"
723,5,5,3,4,5,4,5,3,4,5,5,5,220,"other smartphone","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",35,"Undergraduate degree","$40k - $70k","Sales","Female"
724,6,5,7,5,5,3,5,3,5,5,5,4,190,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","No","No",25,"Undergraduate degree","$101k - $175k","Technology","Female"
725,4,5,5,5,3,5,4,4,3,5,4,6,350,"iPhone","Yes","Yes","No","Yes","No","No","Yes","No","Yes",35,"Master’s degree or higher","$71k – $100k","Retailing/services/restaurant","Female"
726,4,4,6,4,4,3,3,2,3,4,4,4,210,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",39,"Undergraduate degree","$40k - $70k","Sales","Male"
727,4,6,4,4,3,5,3,4,3,6,4,6,220,"iPhone","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",33,"Undergraduate degree","> $175k","Retailing/services/restaurant","Female"
728,4,5,6,5,5,4,5,2,3,5,5,4,210,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","No","No",29,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
729,6,5,2,4,3,2,3,3,4,3,3,4,150,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",35,"Undergraduate degree","$40k - $70k","Education","Female"
730,6,6,3,6,3,1,3,1,2,3,2,4,230,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",41,"Undergraduate degree","$101k - $175k","Technology","Male"
731,6,4,1,3,4,3,3,2,3,5,3,4,280,"other smartphone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",36,"Undergraduate degree","$71k – $100k","Other/family caretaker","Female"
732,3,3,1,1,5,4,2,1,3,2,3,3,200,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",38,"Master’s degree or higher","$71k – $100k","Sales","Female"
733,1,5,3,7,2,5,5,7,2,5,2,4,250,"other smartphone","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes",45,"Master’s degree or higher","$71k – $100k","Technology","Female"
734,3,6,1,5,2,3,3,5,1,3,1,3,220,"iPhone","No","No","Yes","No","No","No","Yes","No","Yes",34,"Undergraduate degree","$101k - $175k","Technology","Female"
735,5,6,1,6,3,1,3,1,2,3,1,4,180,"other smartphone","No","No","No","No","No","Yes","Yes","No","Yes",40,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
736,4,5,1,5,4,6,2,4,3,5,7,4,190,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",27,"Master’s degree or higher","> $175k","Retailing/services/restaurant","Female"
737,5,5,1,5,3,5,2,5,2,5,6,4,190,"iPhone","No","Yes","Yes","Yes","Yes","No","No","No","Yes",31,"Master’s degree or higher","> $175k","Retailing/services/restaurant","Female"
